2017-02-07,positive
2017-02-07,neutral
2017-02-06,negative
2017-02-06,positive
2017-02-03,positive
2017-02-02,positive
2017-02-01,negative
2017-01-31,negative
2017-01-31,positive
2017-01-30,negative
2017-01-29,neutral
2017-01-28,positive
2017-01-27,negative
2017-01-27,neutral
2017-01-26,neutral
2017-01-26,neutral
2017-01-26,neutral
2017-01-25,neutral
2017-01-25,negative
2017-01-25,negative
2017-01-25,negative
2017-01-25,neutral
2017-01-24,neutral
2017-01-24,neutral
2017-01-23,neutral
2017-01-23,neutral
2017-01-23,neutral
2017-01-21,neutral
2017-01-20,neutral
2017-01-20,positive
2017-01-20,neutral
2017-01-20,positive
2017-01-19,positive
2017-01-19,neutral
2017-01-18,positive
2017-01-17,neutral
2017-01-17,neutral
2017-01-13,negative
2017-01-13,negative
2017-01-12,neutral
2017-01-12,neutral
2017-01-11,positive
2017-01-11,neutral
2017-01-11,neutral
2017-01-10,positive
2017-01-10,negative
2017-01-09,positive
2017-01-09,negative
2017-01-09,neutral
2017-01-08,positive
2017-01-07,positive
2017-01-07,neutral
2017-01-06,positive
2017-01-06,neutral
2017-01-06,positive
2017-01-06,positive
2017-01-05,positive
2017-01-05,positive
2017-01-04,positive
2017-01-04,positive
2017-01-04,positive
2017-01-03,positive
2017-01-03,neutral
2017-01-03,neutral
2017-01-01,positive
2016-12-25,positive
2016-12-24,positive
2016-12-23,positive
2016-12-22,neutral
2016-12-21,positive
2016-12-21,neutral
2016-12-20,negative
2016-12-20,positive
2016-12-19,neutral
2016-12-19,neutral
2016-12-18,neutral
2016-12-17,positive
2016-12-16,positive
2016-12-15,neutral
2016-12-15,neutral
2016-12-15,neutral
2016-12-14,positive
2016-12-13,neutral
2016-12-11,positive
2016-12-10,positive
2016-12-09,neutral
2016-12-08,negative
2016-12-08,negative
2016-12-07,neutral
2016-12-07,negative
2016-12-07,neutral
2016-12-07,neutral
2016-12-06,neutral
2016-12-05,negative
2016-12-05,neutral
2016-12-03,positive
2016-12-02,negative
2016-12-02,neutral
2016-12-01,neutral
2016-12-01,neutral
2016-12-01,negative
2016-11-30,negative
2016-11-30,neutral
2016-11-30,negative
2016-11-30,negative
2016-11-29,neutral
2016-11-29,negative
2016-11-29,neutral
2016-11-29,neutral
2016-11-28,positive
2016-11-28,positive
2016-11-28,neutral
2016-11-25,positive
2016-11-25,positive
2016-11-24,positive
2016-11-24,positive
2016-11-23,neutral
2016-11-22,neutral
2016-11-22,positive
2016-11-22,neutral
2016-11-22,neutral
2016-11-22,neutral
2016-11-22,neutral
2016-11-21,negative
2016-11-21,positive
2016-11-21,neutral
2016-11-21,positive
2016-11-21,positive
2016-11-21,positive
2016-11-19,negative
2016-11-19,neutral
2016-11-18,neutral
2016-11-18,neutral
2016-11-18,neutral
2016-11-17,neutral
2016-11-17,neutral
2016-11-17,neutral
2016-11-17,neutral
2016-11-16,neutral
2016-11-16,negative
2016-11-16,negative
2016-11-16,negative
2016-11-16,negative
2016-11-15,positive
2016-11-15,neutral
2016-11-15,neutral
2016-11-15,neutral
2016-11-15,neutral
2016-11-15,neutral
2016-11-14,negative
2016-11-14,negative
2016-11-14,neutral
2016-11-14,neutral
2016-11-13,neutral
2016-11-12,negative
2016-11-12,negative
2016-11-11,negative
2016-11-11,negative
2016-11-11,neutral
2016-11-11,negative
2016-11-11,negative
2016-11-11,neutral
2016-11-10,positive
2016-11-10,negative
2016-11-10,negative
2016-11-10,neutral
2016-11-10,negative
2016-11-10,neutral
2016-11-09,neutral
2016-11-09,neutral
2016-11-09,neutral
2016-11-09,neutral
2016-11-09,neutral
2016-11-08,negative
2016-11-08,neutral
2016-11-08,neutral
2016-11-08,negative
2016-11-08,neutral
2016-11-07,negative
2016-11-07,neutral
2016-11-05,negative
2016-11-04,negative
2016-11-04,neutral
2016-11-04,neutral
2016-11-04,negative
2016-11-04,negative
2016-11-03,neutral
2016-11-03,positive
2016-11-03,negative
2016-11-03,neutral
2016-11-03,negative
2016-11-03,negative
2016-11-03,neutral
2016-11-02,negative
2016-11-02,neutral
2016-11-02,neutral
2016-11-02,negative
2016-11-02,neutral
2016-11-02,neutral
2016-11-01,negative
2016-11-01,neutral
2016-11-01,neutral
2016-11-01,negative
2016-11-01,neutral
2016-10-31,neutral
2016-10-31,neutral
2016-10-31,positive
2016-10-30,negative
2016-10-29,neutral
2016-10-29,neutral
2016-10-28,negative
2016-10-28,neutral
2016-10-28,negative
2016-10-28,neutral
2016-10-28,neutral
2016-10-28,positive
2016-10-27,positive
2016-10-27,neutral
2016-10-27,negative
2016-10-27,negative
2016-10-27,neutral
2016-10-26,negative
2016-10-26,neutral
2016-10-26,neutral
2016-10-26,negative
2016-10-26,positive
2016-10-26,negative
2016-10-26,neutral
2016-10-25,neutral
2016-10-25,negative
2016-10-25,negative
2016-10-25,positive
2016-10-25,neutral
2016-10-25,negative
2016-10-24,positive
2016-10-24,neutral
2016-10-24,neutral
2016-10-24,neutral
2016-10-22,positive
2016-10-21,negative
2016-10-21,negative
2016-10-21,negative
2016-10-21,neutral
2016-10-21,neutral
2016-10-21,neutral
2016-10-21,neutral
2016-10-21,neutral
2016-10-20,negative
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,neutral
2016-10-20,negative
2016-10-20,negative
2016-10-20,negative
2016-10-20,neutral
2016-10-19,neutral
2016-10-19,negative
2016-10-19,neutral
2016-10-19,neutral
2016-10-19,neutral
2016-10-19,neutral
2016-10-19,neutral
2016-10-18,negative
2016-10-18,neutral
2016-10-18,neutral
2016-10-18,neutral
2016-10-18,neutral
2016-10-17,neutral
2016-10-17,neutral
2016-10-15,neutral
2016-10-14,neutral
2016-10-14,negative
2016-10-13,neutral
2016-10-12,neutral
2016-10-12,positive
2016-10-12,neutral
2016-10-12,neutral
2016-10-12,positive
2016-10-12,negative
2016-10-12,neutral
2016-10-12,neutral
2016-10-11,neutral
2016-10-11,neutral
2016-10-11,negative
2016-10-11,neutral
2016-10-11,negative
2016-10-10,negative
2016-10-10,negative
2016-10-10,neutral
2016-10-10,negative
2016-10-09,neutral
2016-10-08,negative
2016-10-08,positive
2016-10-07,neutral
2016-10-07,neutral
2016-10-07,neutral
2016-10-07,negative
2016-10-07,negative
2016-10-06,negative
2016-10-06,neutral
2016-10-06,negative
2016-10-06,neutral
2016-10-05,neutral
2016-10-05,positive
2016-10-05,neutral
2016-10-05,neutral
2016-10-05,neutral
2016-10-05,neutral
2016-10-05,neutral
2016-10-04,negative
2016-10-04,neutral
2016-10-04,negative
2016-10-04,negative
2016-10-04,neutral
2016-10-03,neutral
2016-10-03,negative
2016-10-03,negative
2016-10-03,neutral
2016-10-02,neutral
2016-10-01,negative
2016-10-01,neutral
2016-09-30,neutral
2016-09-30,neutral
2016-09-30,positive
2016-09-30,neutral
2016-09-30,negative
2016-09-30,neutral
2016-09-30,neutral
2016-09-29,negative
2016-09-29,neutral
2016-09-29,neutral
2016-09-29,positive
2016-09-29,negative
2016-09-28,neutral
2016-09-28,positive
2016-09-28,positive
2016-09-27,neutral
2016-09-27,negative
2016-09-27,negative
2016-09-27,neutral
2016-09-27,positive
2016-09-27,neutral
2016-09-26,neutral
2016-09-26,negative
2016-09-26,negative
2016-09-23,neutral
2016-09-23,neutral
2016-09-23,neutral
2016-09-23,positive
2016-09-23,positive
2016-09-23,negative
2016-09-23,neutral
2016-09-23,neutral
2016-09-23,neutral
2016-09-22,neutral
2016-09-22,negative
2016-09-22,negative
2016-09-22,neutral
2016-09-22,positive
2016-09-22,neutral
2016-09-21,negative
2016-09-21,neutral
2016-09-21,neutral
2016-09-21,neutral
2016-09-21,neutral
2016-09-20,positive
2016-09-20,neutral
2016-09-20,neutral
2016-09-20,neutral
2016-09-20,neutral
2016-09-20,negative
2016-09-20,neutral
2016-09-19,neutral
2016-09-19,neutral
2016-09-19,positive
2016-09-19,positive
2016-09-18,neutral
2016-09-17,neutral
2016-09-17,positive
2016-09-16,neutral
2016-09-16,neutral
2016-09-16,neutral
2016-09-16,negative
2016-09-16,positive
2016-09-16,neutral
2016-09-16,negative
2016-09-15,negative
2016-09-15,neutral
2016-09-15,neutral
2016-09-15,negative
2016-09-15,neutral
2016-09-15,negative
2016-09-14,neutral
2016-09-14,neutral
2016-09-14,neutral
2016-09-14,neutral
2016-09-14,neutral
2016-09-14,neutral
2016-09-14,neutral
2016-09-13,neutral
2016-09-13,negative
2016-09-13,neutral
2016-09-13,neutral
2016-09-13,neutral
2016-09-12,positive
2016-09-12,neutral
2016-09-12,negative
2016-09-11,neutral
2016-09-10,neutral
2016-09-10,neutral
2016-09-09,negative
2016-09-09,negative
2016-09-09,neutral
2016-09-09,negative
2016-09-09,neutral
2016-09-09,negative
2016-09-09,neutral
2016-09-08,negative
2016-09-08,neutral
2016-09-08,neutral
2016-09-08,negative
2016-09-08,negative
2016-09-08,neutral
2016-09-07,neutral
2016-09-07,neutral
2016-09-07,neutral
2016-09-07,neutral
2016-09-07,neutral
2016-09-07,neutral
2016-09-06,neutral
2016-09-06,neutral
2016-09-06,neutral
2016-09-06,negative
2016-09-05,neutral
2016-09-04,neutral
2016-09-03,neutral
2016-09-02,negative
2016-09-02,neutral
2016-09-02,neutral
2016-09-02,negative
2016-09-02,neutral
2016-09-02,neutral
2016-09-02,neutral
2016-09-01,negative
2016-09-01,negative
2016-09-01,neutral
2016-09-01,positive
2016-09-01,neutral
2016-09-01,negative
2016-09-01,neutral
2016-08-31,positive
2016-08-31,neutral
2016-08-31,neutral
2016-08-31,negative
2016-08-31,neutral
2016-08-31,negative
2016-08-31,negative
2016-08-30,negative
2016-08-30,neutral
2016-08-30,neutral
2016-08-30,neutral
2016-08-30,negative
2016-08-30,neutral
2016-08-30,neutral
2016-08-29,neutral
2016-08-29,negative
2016-08-29,neutral
2016-08-29,negative
2016-08-28,neutral
2016-08-27,neutral
2016-08-26,neutral
2016-08-26,neutral
2016-08-26,neutral
2016-08-26,neutral
2016-08-26,neutral
2016-08-25,neutral
2016-08-25,neutral
2016-08-25,neutral
2016-08-24,neutral
2016-08-24,neutral
2016-08-24,negative
2016-08-24,neutral
2016-08-24,negative
2016-08-24,neutral
2016-08-23,negative
2016-08-23,negative
2016-08-23,neutral
2016-08-23,neutral
2016-08-23,neutral
2016-08-23,neutral
2016-08-22,neutral
2016-08-22,neutral
2016-08-21,neutral
2016-08-20,neutral
2016-08-20,negative
2016-08-19,neutral
2016-08-19,neutral
2016-08-19,neutral
2016-08-19,negative
2016-08-19,neutral
2016-08-19,negative
2016-08-18,neutral
2016-08-18,neutral
2016-08-18,neutral
2016-08-18,neutral
2016-08-18,positive
2016-08-18,neutral
2016-08-18,neutral
2016-08-17,neutral
2016-08-17,neutral
2016-08-17,neutral
2016-08-17,negative
2016-08-17,neutral
2016-08-16,negative
2016-08-16,positive
2016-08-16,neutral
2016-08-16,neutral
2016-08-15,neutral
2016-08-15,neutral
2016-08-14,negative
2016-08-13,positive
2016-08-13,neutral
2016-08-12,neutral
2016-08-12,negative
2016-08-12,neutral
2016-08-12,neutral
2016-08-12,neutral
2016-08-12,positive
2016-08-11,neutral
2016-08-11,neutral
2016-08-11,neutral
2016-08-11,neutral
2016-08-11,negative
2016-08-11,neutral
2016-08-11,neutral
2016-08-10,neutral
2016-08-10,positive
2016-08-10,positive
2016-08-10,neutral
2016-08-10,positive
2016-08-10,neutral
2016-08-09,negative
2016-08-09,neutral
2016-08-09,neutral
2016-08-09,negative
2016-08-09,neutral
2016-08-09,neutral
2016-08-09,neutral
2016-08-08,neutral
2016-08-08,positive
2016-08-08,positive
2016-08-08,neutral
2016-08-07,neutral
2016-08-06,neutral
2016-08-06,neutral
2016-08-05,positive
2016-08-05,neutral
2016-08-05,positive
2016-08-05,negative
2016-08-05,neutral
2016-08-05,negative
2016-08-05,negative
2016-08-05,neutral
2016-08-04,neutral
2016-08-04,neutral
2016-08-04,neutral
2016-08-04,neutral
2016-08-04,neutral
2016-08-04,neutral
2016-08-04,negative
2016-08-04,neutral
2016-08-03,neutral
2016-08-03,neutral
2016-08-03,neutral
2016-08-03,neutral
2016-08-03,neutral
2016-08-03,neutral
2016-08-02,neutral
2016-08-02,negative
2016-08-02,negative
2016-08-02,neutral
2016-08-02,negative
2016-08-02,neutral
2016-08-02,negative
2016-08-01,neutral
2016-08-01,positive
2016-08-01,neutral
2016-08-01,positive
2016-07-29,negative
2016-07-28,neutral
2016-07-27,negative
2016-07-27,neutral
2016-07-26,neutral
2016-07-25,negative
2016-07-24,neutral
2016-07-23,neutral
2016-07-23,neutral
2016-07-22,neutral
2016-07-22,neutral
2016-07-22,negative
2016-07-22,neutral
2016-07-22,neutral
2016-07-22,neutral
2016-07-22,negative
2016-07-21,neutral
2016-07-21,neutral
2016-07-21,neutral
2016-07-21,negative
2016-07-21,neutral
2016-07-21,neutral
2016-07-21,neutral
2016-07-20,neutral
2016-07-20,negative
2016-07-20,neutral
2016-07-20,neutral
2016-07-20,negative
2016-07-20,negative
2016-07-20,neutral
2016-07-19,negative
2016-07-19,neutral
2016-07-19,neutral
2016-07-19,neutral
2016-07-19,negative
2016-07-19,neutral
2016-07-19,neutral
2016-07-18,neutral
2016-07-18,negative
2016-07-18,neutral
2016-07-18,neutral
2016-07-17,positive
2016-07-16,neutral
2016-07-16,neutral
2016-07-15,neutral
2016-07-15,neutral
2016-07-15,neutral
2016-07-15,neutral
2016-07-15,neutral
2016-07-14,positive
2016-07-14,positive
2016-07-14,positive
2016-07-14,positive
2016-07-14,neutral
2016-07-14,neutral
2016-07-14,neutral
2016-07-14,neutral
2016-07-13,neutral
2016-07-13,neutral
2016-07-13,neutral
2016-07-13,neutral
2016-07-13,neutral
2016-07-13,neutral
2016-07-12,neutral
2016-07-12,neutral
2016-07-12,neutral
2016-07-12,neutral
2016-07-12,neutral
2016-07-11,negative
2016-07-11,neutral
2016-07-11,neutral
2016-07-11,neutral
2016-07-10,neutral
2016-07-09,neutral
2016-07-09,neutral
2016-07-08,neutral
2016-07-08,neutral
2016-07-08,neutral
2016-07-08,neutral
2016-07-08,neutral
2016-07-08,neutral
2016-07-08,neutral
2016-07-08,negative
2016-07-07,neutral
2016-07-07,negative
2016-07-07,neutral
2016-07-07,neutral
2016-07-07,neutral
2016-07-07,neutral
2016-07-07,negative
2016-07-07,neutral
2016-07-06,neutral
2016-07-06,neutral
2016-07-06,positive
2016-07-06,negative
2016-07-06,positive
2016-07-06,negative
2016-07-06,neutral
2016-07-06,neutral
2016-07-06,positive
2016-07-05,positive
2016-07-05,neutral
2016-07-05,neutral
2016-07-05,neutral
2016-07-03,positive
2016-07-02,neutral
2016-07-02,neutral
2016-07-02,negative
2016-07-01,neutral
2016-07-01,neutral
2016-07-01,neutral
2016-07-01,neutral
2016-07-01,neutral
2016-07-01,neutral
2016-07-01,negative
2016-06-30,negative
2016-06-30,neutral
2016-06-30,neutral
2016-06-30,positive
2016-06-30,neutral
2016-06-30,negative
2016-06-29,neutral
2016-06-29,neutral
2016-06-29,negative
2016-06-28,negative
2016-06-28,neutral
2016-06-28,negative
2016-06-28,neutral
2016-06-28,negative
2016-06-28,neutral
2016-06-28,neutral
2016-06-27,negative
2016-06-27,neutral
2016-06-27,neutral
2016-06-27,neutral
2016-06-25,negative
2016-06-25,neutral
2016-06-24,negative
2016-06-24,neutral
2016-06-24,positive
2016-06-24,positive
2016-06-24,neutral
2016-06-24,negative
2016-06-23,neutral
2016-06-23,neutral
2016-06-23,neutral
2016-06-23,positive
2016-06-23,negative
2016-06-23,neutral
2016-06-23,neutral
2016-06-22,negative
2016-06-22,neutral
2016-06-22,neutral
2016-06-22,neutral
2016-06-22,neutral
2016-06-22,negative
2016-06-21,negative
2016-06-21,positive
2016-06-21,neutral
2016-06-21,neutral
2016-06-20,neutral
2016-06-20,neutral
2016-06-20,neutral
2016-06-19,positive
2016-06-18,positive
2016-06-17,neutral
2016-06-17,neutral
2016-06-17,neutral
2016-06-17,neutral
2016-06-17,negative
2016-06-17,neutral
2016-06-17,neutral
2016-06-16,neutral
2016-06-16,positive
2016-06-16,negative
2016-06-16,negative
2016-06-16,negative
2016-06-16,negative
2016-06-16,negative
2016-06-15,negative
2016-06-15,negative
2016-06-15,negative
2016-06-15,positive
2016-06-15,negative
2016-06-15,neutral
2016-06-15,positive
2016-06-15,neutral
2016-06-15,neutral
2016-06-14,negative
2016-06-14,negative
2016-06-14,negative
2016-06-14,neutral
2016-06-14,neutral
2016-06-13,neutral
2016-06-13,neutral
2016-06-12,neutral
2016-06-11,neutral
2016-06-11,negative
2016-06-10,neutral
2016-06-10,neutral
2016-06-10,negative
2016-06-10,negative
2016-06-10,negative
2016-06-10,neutral
2016-06-09,neutral
2016-06-09,neutral
2016-06-09,negative
2016-06-09,neutral
2016-06-09,positive
2016-06-09,negative
2016-06-08,neutral
2016-06-08,neutral
2016-06-08,negative
2016-06-08,neutral
2016-06-08,neutral
2016-06-08,neutral
2016-06-08,neutral
2016-06-07,neutral
2016-06-07,neutral
2016-06-07,negative
2016-06-07,positive
2016-06-07,neutral
2016-06-07,neutral
2016-06-07,negative
2016-06-07,neutral
2016-06-07,negative
2016-06-06,positive
2016-06-06,negative
2016-06-06,neutral
2016-06-06,positive
2016-06-06,neutral
2016-06-05,neutral
2016-06-04,neutral
2016-06-04,positive
2016-06-03,neutral
2016-06-03,positive
2016-06-03,neutral
2016-06-03,neutral
2016-06-03,neutral
2016-06-03,neutral
2016-06-03,neutral
2016-06-02,negative
2016-06-02,neutral
2016-06-02,neutral
2016-06-02,negative
2016-06-02,positive
2016-06-02,negative
2016-06-02,negative
2016-06-01,neutral
2016-06-01,neutral
2016-06-01,neutral
2016-06-01,neutral
2016-06-01,neutral
2016-06-01,neutral
2016-06-01,neutral
2016-05-31,neutral
2016-05-31,negative
2016-05-31,neutral
2016-05-31,neutral
2016-05-28,neutral
2016-05-28,neutral
2016-05-27,positive
2016-05-27,negative
2016-05-27,neutral
2016-05-27,neutral
2016-05-27,neutral
2016-05-27,negative
2016-05-27,neutral
2016-05-27,negative
2016-05-26,neutral
2016-05-26,neutral
2016-05-26,negative
2016-05-26,neutral
2016-05-26,neutral
2016-05-26,neutral
2016-05-26,neutral
2016-05-26,neutral
2016-05-25,negative
2016-05-25,negative
2016-05-25,neutral
2016-05-25,negative
2016-05-25,neutral
2016-05-25,positive
2016-05-24,neutral
2016-05-24,neutral
2016-05-24,negative
2016-05-24,neutral
2016-05-24,negative
2016-05-24,neutral
2016-05-24,neutral
2016-05-23,neutral
2016-05-23,neutral
2016-05-23,neutral
2016-05-22,positive
2016-05-21,neutral
2016-05-21,neutral
2016-05-20,positive
2016-05-20,neutral
2016-05-20,neutral
2016-05-20,neutral
2016-05-20,neutral
2016-05-20,neutral
2016-05-19,neutral
2016-05-19,positive
2016-05-19,negative
2016-05-19,neutral
2016-05-19,negative
2016-05-19,neutral
2016-05-19,negative
2016-05-19,negative
2016-05-18,neutral
2016-05-18,positive
2016-05-18,positive
2016-05-18,negative
2016-05-18,neutral
2016-05-18,neutral
2016-05-17,neutral
2016-05-17,neutral
2016-05-17,negative
2016-05-17,neutral
2016-05-17,neutral
2016-05-17,neutral
2016-05-17,neutral
2016-05-16,negative
2016-05-16,neutral
2016-05-16,neutral
2016-05-16,neutral
2016-05-16,neutral
2016-05-15,neutral
2016-05-14,neutral
2016-05-14,negative
2016-05-14,neutral
2016-05-14,negative
2016-05-13,negative
2016-05-13,neutral
2016-05-13,negative
2016-05-13,positive
2016-05-13,neutral
2016-05-13,positive
2016-05-13,neutral
2016-05-13,neutral
2016-05-12,neutral
2016-05-12,neutral
2016-05-12,positive
2016-05-12,neutral
2016-05-12,neutral
2016-05-12,neutral
2016-05-12,negative
2016-05-12,negative
2016-05-11,neutral
2016-05-11,negative
2016-05-11,positive
2016-05-11,neutral
2016-05-11,negative
2016-05-11,neutral
2016-05-11,neutral
2016-05-11,negative
2016-05-10,neutral
2016-05-10,positive
2016-05-10,negative
2016-05-10,neutral
2016-05-10,neutral
2016-05-10,neutral
2016-05-10,negative
2016-05-09,neutral
2016-05-09,neutral
2016-05-09,neutral
2016-05-09,neutral
2016-05-08,neutral
2016-05-08,positive
2016-05-07,positive
2016-05-07,neutral
2016-05-06,neutral
2016-05-06,negative
2016-05-06,positive
2016-05-06,neutral
2016-05-06,negative
2016-05-06,neutral
2016-05-06,positive
2016-05-05,neutral
2016-05-05,positive
2016-05-05,neutral
2016-05-05,positive
2016-05-05,positive
2016-05-05,neutral
2016-05-05,neutral
2016-05-05,positive
2016-05-05,neutral
2016-05-05,positive
2016-05-05,positive
2016-05-05,positive
2016-05-05,positive
2016-05-05,positive
2016-05-05,positive
2016-05-05,positive
2016-05-05,neutral
2016-05-05,positive
2016-05-05,neutral
2016-05-04,neutral
2016-05-04,negative
2016-05-04,negative
2016-05-04,negative
2016-05-04,positive
2016-05-04,positive
2016-05-04,neutral
2016-05-03,neutral
2016-05-03,negative
2016-05-03,positive
2016-05-03,negative
2016-05-03,positive
2016-05-03,negative
2016-05-02,neutral
2016-05-02,positive
2016-05-02,neutral
2016-05-02,neutral
2016-05-01,neutral
2016-04-30,positive
2016-04-30,neutral
2016-04-30,neutral
2016-04-29,neutral
2016-04-29,neutral
2016-04-29,positive
2016-04-29,neutral
2016-04-29,neutral
2016-04-29,neutral
2016-04-29,negative
2016-04-28,neutral
2016-04-28,neutral
2016-04-28,neutral
2016-04-28,negative
2016-04-28,neutral
2016-04-28,neutral
2016-04-27,negative
2016-04-27,neutral
2016-04-27,negative
2016-04-27,positive
2016-04-27,neutral
2016-04-27,neutral
2016-04-27,neutral
